Код в проекте;Device_ID Устройство;Идентификатор объекта;Имя объекта;Тип Объекта;Описание;Текущее значение 85;Флаги состояния 111;PropertyList-371 адрес регистра;PropertyList-371 Количество регистров для чтения;PropertyList-371 Функция для чтения регистра;PropertyList-371Функция для записи в регистр;PropertyList-371 Тип данных;PropertyList-371 Длина данных в битах;PropertyList-371 Бит регистра;PropertyList-371 Извлекаемые данные из массива/Номер слова;PropertyList-371 Коэфф. Преобразования(делитиь значение на него);Состояние события 36;Достоверность 103;Отключен 81;Единицы - 117;Макс. Значение - 65;Мин. Значение - 69;Высокий предел - 45;Низкий предел - 59;Класс уведомления - 17;"356.Задержка по времени (normal)
5";113.Задержка по времени (offnormal);Предел включения 52;"35.Уведомление разрешено
TO_OFFNORMAL, TO_FAULT, TO_NORMAL
[true,true,true]";Признаный переход - 0;Тип уведомления - 72;Отметки времени событий 130;Тексты сообщений о событиях 351;Имя профиля 168;Разрешение - 106;Logs - 133;Приращение COV - 22;Нечувствительность 25;Приоритетный массив - 87;Освободить по умолчанию - 104;Полярность - 84;Неактивный текст - 46;Активный текст - 4;Время COS - 16;Число COS - 15;Сброс числа состояний - 115;Затраченное активное время - 33;Сброс активного времени - 114;Активировать собитие-353;Сигнальное значение мультистейт - 7;Сигнальное значение - 6;Минимально выключенное время - 66;Минимальное включеное время - 67;Значение обратной связи - 40;Состояние текст 110;Число состояний 74;Тайм-аут APDU;Число повторов APDU;Конфигурация;Интервал обновления в сек.;Глобальная переменная;Шаблон;Подстановка;
ONOFF;700;884;Site:Engineering.WC_WS.LOS.ONOFF;4;Отключение/Включение;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_MPC-CONTROL;;;
LOCREM79;700;885;Site:Engineering.WC_WS.LOS.LOCREM79;5;Локальное/Дистанционное;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ONN79;700;886;Site:Engineering.WC_WS.LOS.ONN79;5;Включить станцию;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LevClWt;700;887;Site:Engineering.WC_WS.LOS.LevClWt;0;Уровень в резерв очищ воды;2.520750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;LOS_CW-TANK-LEVEL;;;
LevSawAR;700;888;Site:Engineering.WC_WS.LOS.LevSawAR;0;Уров сточ вод в аккум резерв;3.570500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;1;;;;;;;;;;;;;;;;;;;;;;;;LOS_DW-ACCUM-LEVEL;;;
FlSl3;700;889;Site:Engineering.WC_WS.LOS.FlSl3;3;Уровень SL3 (аварийный);active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_SL3-STATUS;;;
LevelSL4;700;890;Site:Engineering.WC_WS.LOS.LevelSL4;3;Уровень SL4 (нижний);active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_SL4-STATUS;;;
LevelSL5;700;891;Site:Engineering.WC_WS.LOS.LevelSL5;3;Уровень SL5 (рабочий 1);active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_SL5-STATUS;;;
LevelSL6;700;892;Site:Engineering.WC_WS.LOS.LevelSL6;3;Уровень SL6 (рабочий 2);active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_SL6-STATUS;;;
LevelSL7;700;893;Site:Engineering.WC_WS.LOS.LevelSL7;3;Уровень SL7 (максимальный);active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_SL7-STATUS;;;
LevelSL8;700;894;Site:Engineering.WC_WS.LOS.LevelSL8;3;Уровень SL8 (аварийный);inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_SL8-STATUS;;;
AlLvClWt1;700;895;Site:Engineering.WC_WS.LOS.AlLvClWt1;4;Авар уров в резерв очищ воды;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_CW-TANK-LVL-ALARM;;;
AlLvSwAR1;700;896;Site:Engineering.WC_WS.LOS.AlLvSwAR1;4;Авар уров сточ вод в аккум резерв;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_DW-ACCUM-OVERLEVEL;;;
H5_Al;700;897;Site:Engineering.WC_WS.LOS.H5_Al;3;Авария НД5;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_ND5-ALARM;;;
H6_Al;700;898;Site:Engineering.WC_WS.LOS.H6_Al;3;Авария НД6;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_ND6-ALARM;;;
H5_St;700;899;Site:Engineering.WC_WS.LOS.H5_St;3;Работа НД5;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_ND5-STATUS;;;
H6_St;700;900;Site:Engineering.WC_WS.LOS.H6_St;3;Работа НД6;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_ND6-STATUS;;;
H1WORK;700;901;Site:Engineering.WC_WS.LOS.H1WORK;3;Насос 1 в работе;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H2WORK;700;902;Site:Engineering.WC_WS.LOS.H2WORK;3;Насос 2 в работе;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H3_AlPm;700;903;Site:Engineering.WC_WS.LOS.H3_AlPm;3;Авария насоса Н3;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_N3-ALARM;;;
H4_AlPm;700;904;Site:Engineering.WC_WS.LOS.H4_AlPm;3;Авария насоса Н4;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_N4-ALARM;;;
H3_StPm;700;905;Site:Engineering.WC_WS.LOS.H3_StPm;3;Работа насоса Н3;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_N3-STATUS;;;
H4_StPm;700;906;Site:Engineering.WC_WS.LOS.H4_StPm;3;Работа насоса Н4;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_N4-STATUS;;;
Al;700;907;Site:Engineering.WC_WS.LOS.Al;3;Авария;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_UFO-1-ALARM;;;
Ready;700;908;Site:Engineering.WC_WS.LOS.Ready;3;Готовность;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_UFO-1-READY;;;
RemCt;700;909;Site:Engineering.WC_WS.LOS.RemCt;3;Дистанц управл;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_UFO-1-DIST-CONTROL;;;
Warn;700;910;Site:Engineering.WC_WS.LOS.Warn;3;Предупреждение;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Star;700;911;Site:Engineering.WC_WS.LOS.Star;4;Пуск;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_UFO-1-START;;;
Stop;700;912;Site:Engineering.WC_WS.LOS.Stop;4;Стоп;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_UFO-1-STOP;;;
EN;700;913;Site:Engineering.WC_WS.LOS.EN;5;Разрешить работу;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Al;700;914;Site:Engineering.WC_WS.LOS.Al;3;Авария;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_UFO-2-ALARM;;;
Ready;700;915;Site:Engineering.WC_WS.LOS.Ready;3;Готовность;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_UFO-2-READY;;;
Rem;700;916;Site:Engineering.WC_WS.LOS.Rem;3;Дистанц управл;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_UFO-2-DIST-CONTROL;;;
Warn;700;917;Site:Engineering.WC_WS.LOS.Warn;3;Предупреждение;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Star;700;918;Site:Engineering.WC_WS.LOS.Star;4;Пуск;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_UFO-2-START;;;
Stop;700;919;Site:Engineering.WC_WS.LOS.Stop;4;Стоп;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_UFO-2-STOP;;;
RCHV;1;920;Site:Engineering.WC_WS.RCHV;;Резервуар чистой воды;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;/svg/RCHV.svg;;
AutoMod;800;921;Site:Engineering.WC_WS.RCHV.AutoMod;3;Автоматический режим;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AUTO-MODE;;;
HiLvl1;800;922;Site:Engineering.WC_WS.RCHV.HiLvl1;3;Верхний уровень П3 РЧВ1;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEVEL-HI-TANK1;;;
LoLvl1;800;923;Site:Engineering.WC_WS.RCHV.LoLvl1;3;Нижний уровень П1 РЧВ1;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEVEL-LOW-TANK1;;;
DistMod;800;924;Site:Engineering.WC_WS.RCHV.DistMod;3;Дистанционный режим;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DISTANCE-MODE;;;
HiLvl2;800;925;Site:Engineering.WC_WS.RCHV.HiLvl2;3;Верхний уровень П3 РЧВ2;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEVEL-HI-TANK2;;;
LoLvl2;800;926;Site:Engineering.WC_WS.RCHV.LoLvl2;3;Нижний уровень П1 РЧВ2;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEVEL-LOW-TANK2;;;
ManMod;800;927;Site:Engineering.WC_WS.RCHV.ManMod;3;Ручной режим;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HAND-MODE;;;
PmAlm1;800;928;Site:Engineering.WC_WS.RCHV.PmAlm1;3;Авария Н1;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N1-ALARM;;;
PmAlm2;800;929;Site:Engineering.WC_WS.RCHV.PmAlm2;3;Авария Н2;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N2-ALARM;;;
PmFB1;800;930;Site:Engineering.WC_WS.RCHV.PmFB1;3;Работа Н1;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N1-STATUS;;;
PmFB2;800;931;Site:Engineering.WC_WS.RCHV.PmFB2;3;Работа Н2;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N2-STATUS;;;
UFChng;800;932;Site:Engineering.WC_WS.RCHV.UFChng;3;Замена лампы УФ1;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UFO-1-LAMP-ALARM;;;
UFMain;800;933;Site:Engineering.WC_WS.RCHV.UFMain;3;Основной УФ;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UFO-HEAD;;;
UFPerms1;800;934;Site:Engineering.WC_WS.RCHV.UFPerms1;3;Разрешение на вкл. УФ1;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UFO-1-READY;;;
UFPerms2;800;935;Site:Engineering.WC_WS.RCHV.UFPerms2;3;Разрешение на вкл. УФ2;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UFO-2-READY;;;
RChVRun1;800;936;Site:Engineering.WC_WS.RCHV.RChVRun1;3;РЧВ1 вкл.;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CWT-1-STATUS;;;
RChVRun2;800;937;Site:Engineering.WC_WS.RCHV.RChVRun2;3;РЧВ2 вкл.;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CWT-2-STATUS;;;
ShUDrCls;800;938;Site:Engineering.WC_WS.RCHV.ShUDrCls;3;Закрыта дверь в шкафу управления;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VlvAlm1;800;939;Site:Engineering.WC_WS.RCHV.VlvAlm1;3;Задвижка 1 авария;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-1-ALARM;;;
VlvAlm2;800;940;Site:Engineering.WC_WS.RCHV.VlvAlm2;3;Задвижка 2 авария;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-2-ALARM;;;
VlvAlm3;800;941;Site:Engineering.WC_WS.RCHV.VlvAlm3;3;Задвижка 3 авария;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-3-ALARM;;;
VlvAlm4;800;942;Site:Engineering.WC_WS.RCHV.VlvAlm4;3;Задвижка 4 авария;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-4-ALARM;;;
VlvAlm5;800;943;Site:Engineering.WC_WS.RCHV.VlvAlm5;3;Задвижка 5 авария;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-5-ALARM;;;
VlvAlm6;800;944;Site:Engineering.WC_WS.RCHV.VlvAlm6;3;Задвижка 6 авария;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-6-ALARM;;;
VlvAlm7;800;945;Site:Engineering.WC_WS.RCHV.VlvAlm7;3;Задвижка 7 авария;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-7-ALARM;;;
VlvClsSt1;800;946;Site:Engineering.WC_WS.RCHV.VlvClsSt1;3;Задвижка 1 закрыта;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-1-OFF;;;
VlvClsSt2;800;947;Site:Engineering.WC_WS.RCHV.VlvClsSt2;3;Задвижка 2 закрыта;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-2-OFF;;;
VlvClsSt3;800;948;Site:Engineering.WC_WS.RCHV.VlvClsSt3;3;Задвижка 3 закрыта;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-3-OFF;;;
VlvClsSt4;800;949;Site:Engineering.WC_WS.RCHV.VlvClsSt4;3;Задвижка 4 закрыта;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-4-OFF;;;
VlvClsSt5;800;950;Site:Engineering.WC_WS.RCHV.VlvClsSt5;3;Задвижка 5 закрыта;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-5-OFF;;;
VlvClsSt6;800;951;Site:Engineering.WC_WS.RCHV.VlvClsSt6;3;Задвижка 6 закрыта;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-6-OFF;;;
VlvClsSt7;800;952;Site:Engineering.WC_WS.RCHV.VlvClsSt7;3;Задвижка 7 закрыта;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-7-OFF;;;
VlvOpnSt1;800;953;Site:Engineering.WC_WS.RCHV.VlvOpnSt1;3;Задвижка 1 открыта;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-1-ON;;;
VlvOpnSt2;800;954;Site:Engineering.WC_WS.RCHV.VlvOpnSt2;3;Задвижка 2 открыта;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-2-ON;;;
VlvOpnSt3;800;955;Site:Engineering.WC_WS.RCHV.VlvOpnSt3;3;Задвижка 3 открыта;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-3-ON;;;
VlvOpnSt4;800;956;Site:Engineering.WC_WS.RCHV.VlvOpnSt4;3;Задвижка 4 открыта;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-4-ON;;;
VlvOpnSt5;800;957;Site:Engineering.WC_WS.RCHV.VlvOpnSt5;3;Задвижка 5 открыта;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-5-ON;;;
VlvOpnSt6;800;958;Site:Engineering.WC_WS.RCHV.VlvOpnSt6;3;Задвижка 6 открыта;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-6-ON;;;
VlvOpnSt7;800;959;Site:Engineering.WC_WS.RCHV.VlvOpnSt7;3;Задвижка 7 открыта;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-7-ON;;;
UFChng2;800;960;Site:Engineering.WC_WS.RCHV.UFChng2;3;Замена лампы УФ2;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UFO-2-LAMP-ALARM;;;
WORKLvl1;800;961;Site:Engineering.WC_WS.RCHV.WORKLvl1;3;Рабочий уровень П2 РЧВ1;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEVEL-NORMAL-TANK1;;;
WORKLvl2;800;962;Site:Engineering.WC_WS.RCHV.WORKLvl2;3;Рабочий уровень П2 РЧВ2;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEVEL-NORMAL-TANK2;;;
GenAlm;800;963;Site:Engineering.WC_WS.RCHV.GenAlm;4;Общая неисправность;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;COM-ALARM;;;
PmRun1;800;964;Site:Engineering.WC_WS.RCHV.PmRun1;4;Пуск Н1;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N1-START;;;
PmRun2;800;965;Site:Engineering.WC_WS.RCHV.PmRun2;4;Пуск Н2;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N2-START;;;
UFRun1;800;966;Site:Engineering.WC_WS.RCHV.UFRun1;4;Вкл. УФ1;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UFO-1-START;;;
UFRun2;800;967;Site:Engineering.WC_WS.RCHV.UFRun2;4;Вкл. УФ2;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UFO-2-START;;;
VlvCls1;800;968;Site:Engineering.WC_WS.RCHV.VlvCls1;4;Закрыть задвижку 1;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-1-CLOSE;;;
VlvCls2;800;969;Site:Engineering.WC_WS.RCHV.VlvCls2;4;Закрыть задвижку 2;active;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-2-CLOSE;;;
VlvCls36;800;970;Site:Engineering.WC_WS.RCHV.VlvCls36;4;Закрыть задвижки 3-6;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-3-6-CLOSE;;;
VlvCls7;800;971;Site:Engineering.WC_WS.RCHV.VlvCls7;4;Закрыть задвижку 7;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-7-CLOSE;;;
VlvOpn1;800;972;Site:Engineering.WC_WS.RCHV.VlvOpn1;4;Открыть задвижку 1;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-1-OPEN;;;
VlvOpn2;800;973;Site:Engineering.WC_WS.RCHV.VlvOpn2;4;Открыть задвижку 2;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-2-OPEN;;;
VlvOpn36;800;974;Site:Engineering.WC_WS.RCHV.VlvOpn36;4;Открыть задвижки 3-6;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-3-6-OPEN;;;
VlvOpn7;800;975;Site:Engineering.WC_WS.RCHV.VlvOpn7;4;Открыть задвижку 7;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALVE-7-OPEN;;;
PmAlCtRst;800;976;Site:Engineering.WC_WS.RCHV.PmAlCtRst;5;Сброс счетчиков аварий насосов;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RunPrfMan;800;977;Site:Engineering.WC_WS.RCHV.RunPrfMan;5;Включение очистки вручную;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PmChMan;800;978;Site:Engineering.WC_WS.RCHV.PmChMan;5;Смена насосов вручную;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VlvClMan7;800;979;Site:Engineering.WC_WS.RCHV.VlvClMan7;5;Дист. закрыть З.7;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_VALVE-3-7-DIST-CLOSE;;;
VlvOpMan7;800;980;Site:Engineering.WC_WS.RCHV.VlvOpMan7;5;Дист. открыть З.7;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_VALVE-3-7-DIST-OPEN;;;
BADLOG1;800;981;Site:Engineering.WC_WS.RCHV.BADLOG1;5;Неисправнсть поплавков Р1;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_LEVEL1-FAULT;;;
BADLOG2;800;982;Site:Engineering.WC_WS.RCHV.BADLOG2;5;Неисправность поплавков Р2;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_LEVEL2-FAULT;;;
CIRC;800;983;Site:Engineering.WC_WS.RCHV.CIRC;5;Включить циркуляцию;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LOS_RECIRC-START;;;
POOL;1;984;Site:Engineering.WC_WS.POOL;;Водоподготовка бассейна;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;/svg/POOL.svg;;
CLMIN;900;985;Site:Engineering.WC_WS.POOL.CLMIN;3;мин. Концентрация хлора;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CPR-CL-MIN;;;
CLMAX;900;986;Site:Engineering.WC_WS.POOL.CLMAX;3;макс. Концентрация хлора;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CPR-CL-MAX;;;
PHMIN;900;987;Site:Engineering.WC_WS.POOL.PHMIN;3;мин. рН-показатель;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CPR-PH-MIN;;;
PHMAX;900;988;Site:Engineering.WC_WS.POOL.PHMAX;3;макс. рН-показатель;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CPR-PH-MAX;;;
OVMIN;900;989;Site:Engineering.WC_WS.POOL.OVMIN;3;мин. ОВ потенциал;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CPR-OV-MIN;;;
CLZAP;900;990;Site:Engineering.WC_WS.POOL.CLZAP;3;Сообщение о наличии запаса хлора;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHZAPDEC;900;991;Site:Engineering.WC_WS.POOL.PHZAPDEC;3;Сообщение о наличии запаса средств;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHZAPINC;900;992;Site:Engineering.WC_WS.POOL.PHZAPINC;3;Сообщение о наличии запаса средств;inactive;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
